 10万なるほど。もう一つあのカメラは見てもいいですか？,"100,000 I see. Can I have another look at that camera?"
ありましたありがとうございますえっとこれって言っちなみにお値段どれくらいですか,Thank you.
ありましたこっちのカメラの自動機能も教えてください,Please tell me about the automatic function of this camera.
ありましたちょっと私やろう人物を主に撮ってあの紹介してるものですから。一番これがベストかなと思いますこちらいただいてよろしいですか。,There was a little bit I'm going to do it because I'm mainly taking pictures and introducing them. I think this is the best. May I have this?
ありました一眼レフご案内いたしましょうかはいよかったらこちらをご覧ください Canon EOS 5 d mark iii という商品になっております,"If you don't mind, please take a look at this single-lens reflex camera."
ありました来れそうですね結構に感謝に買おうと思うんですけどカラーバリエーションっていうのもあったりするんですか,"It looks like they will come. I'm thinking of buying it as a thank you, but are there any color variations?"
あります。,I have.
あります。フィルムの現像をお願いしたいんですけれども。,I have. I would like to ask you to develop the film.
ありますか。恋のなんかこの解像度とかって時にしたほうがいいんですかね。,do you have. Is it better to do something about love at this resolution?
ありますかね。,Do you have
ありますねじゃあすいませんけどこちらの,"I'm sorry, but this"
ありますねはい,there is yes
ありません、野党ございました。,"No, thank you to the opposition parties."
ありません、野党ございました。ございません。,"No, thank you to the opposition parties. No."
ありませんはいこちらのソニーのカメラなんですがはい撮影モードは9種類付いておりますですので海や山はいあのそれぞれやけんなど建物を選んで頂いたらそれに適したあのものできれいに撮影できるものとなっております,"No, this is a Sony camera, but it comes with 9 different shooting modes, so if you choose the sea, mountains, buildings, or whatever, you'll be able to take beautiful pictures with the one that's best suited for that. increase"
ありませんはい大丈夫です,no yes it's okay
あるんですね、結構価格っておいくら。回しますよねそうですね,"Yes, how much is the price? I'm sure you'll turn"
あれ、東西ます。俺ただいま。,That's east and west. I'm home
あれあれこちらはずっと一眼レフカメラとなっておりましては結構プロの方が使ってるような本格的なカメラですごく重いですけどでもすごくいい写真撮れるので自分でも突き詰めていけばすごくいい写真があってから自分そして,"This and that has always been a single-lens reflex camera, and it's a full-fledged camera that's used by professionals. from myself and"
あれあれはずっと,that and that all the time
あれご検討ください,please consider that
あれそうな最大中こちらは3200の半分にはなりますけれどもこちらでも十分かと思いますが,"This is half of 3200, but I think it's enough."
あれただいま,right now
あれただいました。,got that.
あれただいま今帰ったぞ,I just got home
あれって ISO たるんですか？,Is that ISO slack?
あれでございます。,That's it.
あれですね、出来上がりが結構。カメラが写真が仕上がる感じにのカメラとなっていますね。,"That's it, the result is quite good. The camera has become a camera that feels like the photo is finished."
あれの4個ぶんぐらいはあるのでちょっと重さはお気軽ではなくなってしまいますがまだ綺麗な撮影ができますので,"There are about 4 of them, so the weight is a bit heavy, but you can still take beautiful pictures."
あれの半分。でも本格的な写真を撮りたいのでそれであればあっちになるんですよね,"half of that. But I want to take full-fledged photos, so if that's the case, I'll go over there."
あれはいくらですか,how much is that
あれはさっき見てなー。店員さんがえっとねあれとこれで迷ってんねんけどえとねちょっとそれとねちょっと自動機能でこのピクチャーエフェクトこの機能ってどうかな持って行きたくて,"Didn't look at that earlier. The clerk is hesitant with this, but I want to bring this feature with this feature with a little automatic function."
あれはなんか一眼レフとか言うやつです。,That is something called a single-lens reflex camera.
あれば知識とか風景を撮れるカメラが欲しいんですけど、何か何がいいとかありますか？,would like to have knowledge or a camera that can take pictures of landscapes.
あれば電話するとざいます。,I will call you if there is.
あれほどまでもこういうもんなのかな。,I wonder if it's like this to that extent.
あれほど価格はどれくらいですか？,How much is the price like that?
あれ誘いは乗らないんですけどはいはい,"I don't accept invitations, but yes yes"
あれ違う違う違いますね。大きいなあ。これって値段お値段どれぐらいです。,"That's different, isn't it? It's big. What is the price of this?"
あれ開かない。,Don't open that.
あんたとプリンターを使いたいんですけど、統一と USJ でもできたんです。,"I'd like to use a printer with you, but I could do it at Unification and USJ."
あんちゃん紫で,Anchan in purple
あんまりカメラには詳しくないんで、簡単に取れるものがいいなと思ってるんですけども。,"I'm not very familiar with cameras, so I'd like something that's easy to take off."
あんまり使わないかもしれないね。,You may not use it much.
あんまり使わないですどちらで初心者に近いかもしれないです,I don't use it much I may be close to a beginner either way
あんまり使わないんですけどもうちょっと僕なんて神奈川の外旅行行くのが好きでちょっと風景画撮りたいのでもうちょっとなんかいいのがあればいいかな,"don't use it much, but I like to travel outside of Kanagawa and want to take pictures of landscapes, so it would be nice if there was something a little better."
あんまり使わない方だと思いますねはい,I don't think you'll use it that much.
あんまり性能とかわからないんですけどお伺いしてもいいですか,"I don't know much about performance, but can I ask you?"
あー、夜外で取ったりする場合はあちらだと多分その真っ黒になるんですかそうですか重さってどれぐらいなるんですか？,"Ah, if you take it out at night, it will probably turn black over there. Is that right? How much does it weigh?"
あー、確かにしろいいですね。,"Ah, it's certainly good."
あーあーそっか。ピンクと紫だった結構仲女性用とかもね好きそうな感じのあれですね商品なんですねきっとね,Oh yeah. It was pink and purple.
あーあーそっか。ピンクと紫だった結構仲女性用とかもね好きそうな感じのあれですね商品なんですねきっとね工学部ついてる。,Oh yeah. It was pink and purple.
あーあーなるほどなるほどあはい願いします,"Ah, I see."
あーさっきよりはやっぱり高いですねうんそうですねそしたら今日はちょっとまだ決められないのではいまた後日いうことにしますねありがとうございますはいそうします,"Ah, it's still more expensive than before."
あーじゃああっちのカメラにしようかなと思います,"Ah, then I think I should use that camera."
あーすいません。,I'm sorry.
あーすいませんまだ痛い一眼レフはもう苦労が定番になってしまいますね,"Ah, I'm sorry, SLR cameras are still painful."
あーすいませんよまたよろしくお願いしますはーい,Thank you again
あーすいません今回雨に期待しカメラ見に来たんじゃなくてこっちのフィルムの現像したいんですけれども,"Ah, I'm sorry, I didn't come to look at the camera expecting rain this time, but I wanted to develop the film over here."
あーすごい。,Oh great.
あーすごい。軽いんですね。,"Oh great. It's light, isn't it?"
あーすごいですねでもちょっと自分にはちょっと難しいは難しいかもしれないですねあのまたあのちょっと検討してまた来させて頂きます有難うございました,"Ah, that's amazing, but it might be a little difficult for me."
あーすごいですねなんかあのもしかして価格って高いんですか,"Ah, that's amazing. Is it possible that the price is high?"
あーすごいですねなんか一眼レフがちょっと使いこなせなかったんでちょっと本気すぎてて店員さんもこれ使ったことあるんです,"Ah, that's amazing. I couldn't master the use of a single-lens reflex camera, so I was a little too serious about it, so the store clerk also used one."
あーすごいなんかなんかそこまで軽いふうには見えないんですけどすごいですねえ、色って黒だけですか。,"Ah, it doesn't look that light, but it's amazing, is black the only color?"
あーすごい小さくて片手でも持てるぐらい。,"Oh, it's so small that you can hold it with one hand."
あーそういうことなんですねこれちなみにおいくらですか,"Ah, that's what it is. By the way, how much is this?"
あーそうすね。価格も安いんでこれにします。,Oh yeah. I will do this because the price is also cheap.
あーそうすねなんかなんかすごい成功デジカメって言うかその一眼レフ程その重厚重たい感じでもないけどそういう機能付いてるんですね,"Ah, you see, it's a very successful digital camera, or rather, it's not as solid and heavy as a single-lens reflex camera, but it's got that kind of function."
あーそうそう暗いとこでも取りやすい,"Ah yes, easy to take even in dark places"
あーそうでした値が大きければ大きいほど少ない光でも光の中でも撮影できると綺麗な写真を撮りますよと言ったそういう機能になってます,"Ah, that's right. The larger the value, the more beautiful the picture will be taken even in less light."
あーそうですありませんカメラは光が重要なんで,"Ah, that's right. No, because light is important for a camera."
あーそうですか GPS は取れるけど、夜の外の風景は撮れない感じですか？,"Ah, I can get GPS, but do you feel like you can't take pictures of the scenery outside at night?"
あーそうですか ISO もあるんですか,"Oh yeah, do you have an ISO too?"
あーそうですか、取れそう。値段ってちなみにどれぐらいで,"Oh, I see. By the way how much is the price"
あーそうですか、本当に記念撮影とかでも行けますか？,"Ah, I see, can I really go for a commemorative photo?"
あーそうですか、見ました。,"Oh, I see."
あーそうですか。,Is that so?
あーそうですか。そうですね、前と価格も聞いてみてもいいでしょうか。,"Is that so? Well, can I ask you about the price as well?"
あーそうですか。ちょっと考えてきますすいませんありがとうございました,Is that so? I'll think about it for a moment sorry thank you
あーそうですか。今のはスマホがあるんでなかなかそんな買ってもらって言うなって。,"Is that so? I have a smartphone now, so I'm going to ask you to buy it."
あーそうですか。機能としてはアレと比べるとどう違いますかね。,Is that so? How is the function different from that?
あーそうですかえーとじゃあ8そうですね、写真人物も景色とかも何でもこれで取れますか。,"Ah, that's right. 8 Well, can you take pictures of people, landscapes, or anything with this?"
あーそうですかこちらのカメラは初心者の家庭には大変おすすめのカメラとなっております誰かと言いますとデート自動機能というものがありまして8撮影モードを切り替えることで初心者の方でも勝手にあのカメラが調整してくれて綺麗な写真が撮れるということができます自動機能というのはそうですね例えばえっとそれもうすぐだったら勇気とか降ってきたら雪乃雪乃モードに設定していただくと綺麗な白い色の壁の写真が撮れたりとかいうことができます撮影モードは全部で58種類ございますのでそのシーンに合わせて撮影していただけますと綺麗な写真が撮れますその他には8補正効果というものがありまして、人物とかを取られる場合は8目を大きくしたり、肌を綺麗にしたりといった補正効果がありますこちらは全部で12種類の補正効果がございます。,"Oh, I see, this camera is highly recommended for beginners at home. For someone, there is an automatic date function, and by switching between 8 shooting modes, even beginners can use this camera without permission. You can take beautiful pictures by adjusting the automatic function. There are 58 types of shooting modes in total, so if you shoot according to the scene, you can take beautiful photos.In addition, there are 8 correction effects, such as people. If it is removed, there are correction effects such as enlarging the 8th eye and making the skin beautiful.There are 12 types of correction effects in total."
あーそうですかこっちの方がやっぱ多いですね色々食べる機能が,"Ah, I see, this one has more functions."
あーそうですかこれでそうですねちょっとえっとこの ISO ですけども,"Ah, is that so? Well, this is the ISO."
あーそうですかそうですねちょっと主人も主人をもうちょっと強いで行けるかなと思っですけどできたらできるだけ子を綺麗に撮りたいねちょっともうちょっとこちらの説明いいですか。,"Ah, that's right. I think that my husband should be a little stronger, but if possible, I'd like to take pictures of the child as beautifully as possible."
あーそうですかちなみなんか ISO ありますかこれどれぐらいか,"Ah, by the way, do you have an ISO? How much is this?"
あーそうですかなるほどそうですねなんかそうです2時間ぐらいに自慢するので結構勇気がいる価格ではありますけどね,"Ah, that's right. I see. It's a price that requires a lot of courage because you'll be bragging about it for about two hours."
あーそうですかねあと一眼レフとミラーレス両方はございますがどちらの方,"Oh, I see. Also, there are both single-lens reflex cameras and mirrorless cameras, but which one?"
あーそうですかねーちなみに重さ,"Ah, that's right, by the way, the weight"
あーそうですかはいはい他のカメラも見てから決めたいのではい他のも見せてもらってもいいでしょうか,"Ah, yes, yes, I would like to make a decision after looking at other cameras, so is it okay if I see other cameras as well?"
あーそうですかはいわかりましたありがとうございます,Thank you
あーそうですか入ったまたあの家族としゃべって決めます,"Ah, I see. I'll talk to that family again when I enter and decide."
あーそうですか機能重視であればこちらのソニーのアルファミラーレス一眼機能色々ついてますので、写真撮影を楽しむとより出来上がりを楽しんでいただくカメラにはなりますね。,"Ah, so if you're focusing on functionality, this Sony alpha mirrorless single-lens camera comes with a variety of functions, so if you enjoy taking pictures, you'll enjoy the finished product even more."
あーそうですか軽いですへー値段どれぐらいですか,"Ah, that's right. It's light. How much is the price?"
あーそうですね USB から写真印刷したいんですけどちょっと方法が,"Ah, that's right, I want to print photos from USB, but I don't know how to do it."
あーそうですね、当店の中では一番低い方とはなりますけど、他のカメラもございますがそちらの方見てみますか？,"Ah, well, it's the lowest one in our shop, but we also have other cameras, would you like to take a look at them?"
あーそうですね、手動で。,"oh yeah, manually."
あーそうですね、見た目もグッとかっこよくなりますけれども、白の思って頂いている物の重さが470 G ございます。,"Ah, well, it looks cool, but the weight of what Shiro thinks is 470 G."
あーそうですね、迷ってるんですけど、出来るだけご風景が綺麗に撮れるものがいいなと思ってって。,"Ah, yes, I'm at a loss, but I thought it would be nice to have something that can capture the scenery as beautifully as possible."
あーそうですね。,Ah yes.
あーそうですね。スノー遊ぶ時だって負担。日常だったりって時の写真を取れればなーって思ってるけど、,"Ah yes. It's a burden even when playing snow. I wish I could take pictures of everyday life, but"
あーそうですね。中今は普通に使ってますけど。これなんかはすごい高そうな。,Ah yes. I use it normally now. This thing seems very expensive.
あーそうですね。簡単に使える伝わっ家ですかね。,"Ah yes. It's an easy-to-use traditional house, isn't it?"
あーそうですね。結構重たそうな感じしますけど。,Ah yes. I feel like it's pretty heavy.
あーそうですね。軽いですね。,Ah yes. It's light.
あーそうですねあのこれにしようかなと思うんですけど他のもう一度見せてもらっていいですかすいませんソニーのやつあるんですねこれからどんな感じですか？,"Ah, yes, I'm thinking about doing this, but can you show me another one? Excuse me, I have the Sony one."
あーそうですねあのポスターみたいな風景撮ってそれをポスターみたいにするといったこともできるのでこちらの機能を使われますと大変あの変わった風景の写真が撮れたりすることができますよ,"Ah, that's right, you can take a picture of a poster-like landscape and make it look like a poster, so if you use this function, you can take pictures of very strange landscapes."
あーそうですねあの一眼レフと一眼レフだったらもっと高いんですけどミラーレスだったらちょうどお買い得なんですね,"Ah, that SLR and SLR cameras are more expensive, but mirrorless cameras are just the right bargain."
あーそうですねあの大変ねあのこちらはあの色とかイッパイアッテナの大変なの人気の機種なんだはい,"Ah, that's right, this is a popular model with that color and Ippai Attena."
あーそうですねかなり値段がはいそうですかわかりましたではもう少し検討しますはいありがとうございます,"Ah, that's right. It seems like the price is quite reasonable."
あーそうですねこちらの仮面にはあのはいそういったものはないみたいですね,"Ah, that's right, this mask doesn't seem to have that kind of thing."
あーそうですねこちら解像度につきましては20.1メガピクセルで1002個の方は20.1メガピクセルでソニーの方は24.0メガピクセルの彼方のソニーの方が少し解像度が良いといった形になりますねそうであとは光学ズームにつきましては5.0倍まで拡大可能となってますね,"Ah, yes, the resolution is 20.1 megapixels, and 1002 is 20.1 megapixels, and Sony's is 24.0 megapixels. can be enlarged up to 5.0 times"
あーそうですねそうですねちょっとこちらでそちらについてちょっと分かりかねますのでちょっと詳しいものを選んで参ります少々お待ちくださいすいませんえーとあちらのお客様がニコンのカメラでフラッシュとか耐えたら後ろ真っ暗になるんですかっていうふうに聞いてやるんですけど,"Ah, that's right, I don't know a little about that, so I'll choose a little more detailed one. Please wait a moment. Excuse me. I do"
あーそうですねそうなったらなんかちょっと軟膏としてもこっちのミラーレスとかがて値段も手頃になってくるしちょっと本格的な写真が撮れた気がするので,"Ah, well, if that happens, I can use this mirrorless camera as an ointment, and the price will become affordable, so I feel like I was able to take full-fledged photos."
あーそうですねそんな感じですねはい,Ah yes that's how it feels yes
あーそうですねだいぶ良い方だと思います,"Ah yes, I think he's a pretty good person"
あーそうですねちなみにこれ色は何色がありますか,"Ah, by the way, how many colors are there in this?"
あーそうですねちょっとどっちも見させてもらっていいですか,"Ah, that's right, can I have a look at both?"
あーそうですねちょっと昨日についてはちょっとおかしいものと変わりません朝食はしないけど,"Ah, yes, it's a bit strange about yesterday, but I don't eat breakfast"
あーそうですねなんかちょっと遊びに行くときに取れるようなカメラが欲しいんですけど,"Ah, well, I'd like to have a camera that I can take when I go out to have fun."
あーそうですねはい,oh yes yes
あーそうですねソニーミラーレスカメラございますそちらをご覧になれますかはいではこちらにどうぞこちら SONY のミラーレスカメラとなっておりますそうですね価格は少し音が上がるんですけど、場所忍者方でも十分ご利用になられるカメラとなっております。,"Ah, yes, there is a Sony mirrorless camera. Can you take a look there? Yes, please click here. This is a SONY mirrorless camera. It is a camera that can be used."
あーそうですねー、女性の方だったらピンクとか紫とかはいおすすめしてもらう。,"Ah, yes, if you're a woman, I'd recommend pink or purple."
あーそうですね一眼レフに比べると軽いですねえっとこれ解像度はいくらぐらいでしょうか,"Ah, yes, it's lighter than a single-lens reflex camera. How much is the resolution?"
あーそうですね一眼レフはねかっこいいですね本当に,"Ah, that's right, SLRs are really cool."
あーそうですね夜だったら夜にするとまあ綺麗な夜の写真が撮れるとか海だったら海に海のモードにすると綺麗な海が取れるとか言ったそう言ったら撮影モードがございます,"Ah, yes, if it's nighttime, you can take beautiful night pictures, or if it's the sea, you can take a beautiful ocean by switching to sea mode."
あーそうですね大変便利なはい,"Ah yes, very convenient yes"
あーそうですね昨日と児童昨日みたいな元々ないんですけどそれ解像度につきましては22時で3メガピクセルとなってます ISO というのがありまして愛想は6400までなってます,"Ah, that's right, it's not like yesterday and children's yesterday, but the resolution is 3 megapixels at 22:00."
あーそうですね昨日見たような機能でな自動機能とかんな話あそうですねあのソニーのミラーレス一眼カメラは自動機能とかそんな言ってますけどま価格の方はかなりあの上がってしまうんですがそのぶんあの性能とかあの解像度や解像度などそういったものが良くなるのでまた僕の方はどうして曲がってしまうというのがありますソニーのミラーレス一眼の方もご覧になられますか？,"Ah, that's right, it's a function like the one I saw yesterday. I'm talking about the automatic function. And that kind of resolution and resolution are getting better, so why am I bent?"
あーそうですね最低限なんかちょっと綺麗ななんか写真が撮れたらいいなぁと思って,"Ah, that's right, at least I thought it would be nice if I could take a slightly beautiful picture."
あーそうですね簡単にそうですねあのこちらのカメラ撮影モードというものがありまして18種類の撮影モードがありますね18種類の撮影モードを使うことによって、様々なシーンに合わせて撮影することで8カメラが自動的に綺麗な写真を撮影するようにしてくれると言ったことが出初心者の方にとてもおすすめな雨だったんです。,"Ah, yes, it's easy. There are 18 different shooting modes for this camera. It was rain that I highly recommend for beginners because I was told that they would take beautiful pictures."
あーそうですよねそうです一度紫の現物を見たいんですけどはいはい,"Ah, that's right. I'd like to see the actual purple one once."
あーそうですよね結構ねあの変わっている持ってたじゃん女だったりするしねいいとは思うんですけどね,"Ah, that's right, isn't it? Well, I think it's good that she's a strange woman with something."
あーそうなんしねまちなみにあのエフェクトって書こうかとかどんなのがあるんですか？,"Oh yeah, what kind of effects do you have to write on the street?"
あーそうなんだあのなんかお尻とか特になかったですねすいません愛車じゃあお父さんもないかなじゃあねありがとうございますございました,"Ah, that's right, there wasn't anything special about the buttocks. I'm sorry."
あーそうなんだそうです,Oh that's right
あーそうなんだそっかなんか結構白色のカメラ何か素敵だなぁと思っててししとうの。カメラで遊びにもなんか使えるのか。,"Ah, that's right, I thought it was a pretty white camera. Can I use something to play with the camera?"
あーそうなんですか。明日結構そのあの暗いところとかでも会いたい。,Oh is that so? I really want to see you in that dark place tomorrow.
あーそうなんですかはいじゃあ普段ちょっと小旅行に行ったりした時にはい持ち運び軽いものを探しているのでそういう時はこれがあれば便利ですよね,"Ah, is that so? Well then, when I go on short trips, I'm looking for something that's easy to carry around, so in that case it would be convenient if I had this."
あーそうなんですか色は何食あるんですかくろくろのになるほど解像度とかもすごいものになるんでしょうか。,"Ah, how many colors are there?"
あーそうなんですね,Oh that's right
あーそうなんですね このカメラお願いします。,"Ah, that's right. Please give me this camera."
あーそうなんですね。昨日とかはどうですか。,Oh that's right. how about yesterday?
あーそうなんですねあとそうですね。これはおいくらするんですかお値段は,"Ah, that's right. how much does this cost"
あーそうなんですねけどちょっとお話し聞いたんですけどちょっとあのあのちょっと見れただけでも今日は良かったんでまた検討して来させていただきます,"Ah, that's right, but I heard a little bit about it, but even if I just got to see it a little bit, it was good today, so I'll consider it again."
あーそうなんですねこれってもうスタートからどれぐらいなんですか,"Ah, that's right. How long has it been since the start?"
あーそうなんですねこれは ISO はどうなってますかね。,"Ah, that's right. What is going on with the ISO?"
あーそうなんですねじゃあそうしたらえっとそうですねないとやっぱりさっきのカメラに戻ってはいあれをその顔かなと思います,"Ah, that's right."
あーそうなんですねそうですねこのカメラに行けます,"Ah, that's right. You can go to this camera."
あーそうなんですねちょっと技術が分かりましたちょっと色々見せてもらったんでまた検討させてもらいますありがとうございます,"Ah, that's right. I understand a little bit of the technology."
あーそうなんですねところ解像度ってどのくらいになりますか？,"Oh that's right, how high is the resolution?"
あーそうなんですねへえじゃああれですねなんかこう初心者でも使いやすいのでも手ブレとかも抑えてくれるんです,"It's easy to use even for beginners, but it also suppresses camera shake."
あーそうなんですねまあでも ISO結構捨てがたいですね。,"Ah, that's right, but ISO is quite hard to throw away."
あーそうなんですねドア価格教えてください。,"Oh that's right, please tell me the price of the door."
あーそうなんや。これはやっぱ全部マニュアルで自分でやらないと。,Oh yeah. This is all done manually and you have to do it yourself.
あーそうなんよ。昨日はどれ何個ぐらい付いてるんですか？,Oh that's right. How many did you have yesterday?
あーそっか200010代とかもヴィッツと結構厳しいね、値段的にどうしようかなやっぱりさっきの方がいいかなと思ったいですか。,"Ah, well, the 2000s and 10s are pretty tough with the Vitz, so what should I do about the price?"
あーそっかそっか。,"Oh, right, right."
あーそっかそっか高いだけやっぱりあるんですねでも受け取る別に遅いなそうないってよ,"Ah, well, it's a bit expensive, but it's still there, but it's not too late to receive it."
あーそっかちなみにお値段は,"Ah, by the way, what is the price?"
あーそっかまあ迷いますねカードショップでもお値段がだいぶお手頃だし人物をとる上で飲ま機能もついているみたいだからこっちにしようかなとお昼は何色でしょうか,"Ah, well, I'm at a loss. The price is quite reasonable at the card shop, and it seems to have a drinking function for capturing people, so I'm thinking about what color for lunch."
あーそのままあえて遅くなるよはいはいはいてます,Ah yes yes yes yes
あーそれでしたこっちの方がねすごくおすすめではあるんですけどはい価格も6800円と安いので,"Ah, that's right, this one is highly recommended, but the price is as low as 6,800 yen."
あーそれはいいですねえっと紗栄子ニットは値段教えてもらってもいいすか,"Ah, that's nice.SaekoCan you tell me the price of knitwear?"
あーちゃんいません。,A-chan is not here.
あーちゃんのキャノンこちらはデジタル一眼レフデジタル一眼レフカメラですね。,Ah-chan's Canon This is a digital single-lens reflex digital single-lens reflex camera.
あーちょっとあの割見てみたくて。,"Ah, I just want to take a look at that."
あーちょっとあの時間できたんであのグルってちょっと店内見たいだけなんです,"Ah, I was able to do it at that time, so that guru just wants to see the store for a bit."
あーちょっとやっぱ重めなんですね,"Ah, it's a little heavy, isn't it?"
あーちょっとフラットマリオ見てみたくて,"Ah, I just want to see Flat Mario"
あーちょっと全然買ってないんですけれどもはい,"Ah, I haven't bought it at all, but yes."
あーちょっと分からないんです。初めてで。,"Ah, I just don't know. for the first time."
あーちょっと昨日怒ってるよ。,"Ah, I was a little angry yesterday."
あーちょっと高い。,"Oh, it's a little expensive."
あーでもなんか1時間に振って結構高いイメージがあるんですけどおいくらですか？だいぶ高いですねあーそっか昨日はついていますか,"Ah, but I have an image that it's quite expensive for one hour, but how much is it? It's quite expensive, isn't it?"
あーなるほど,Ah I see
あーなるほど1番レフトが持ってたりされます興味あるんですねなるほどちょっと高いですけどねそうですね,"Ah, I see, the 1st left fielder has it. I'm interested."
あーなるほど5鏡の光学ズームとかいうのはどういうものなんですか,"Oh, I see, what kind of thing is an optical zoom with 5 mirrors?"
あーなるほど8チョコレモン解像度いい感じ。,"Ah, I see, 8 chocolate lemon resolution looks good."
あーなるほど8他になんか一番安いカメラとかってあります。,"Oh, I see 8 There are other cheap cameras."
あーなるほど8自動機能についてはついてはおりませんあいうえお家に着きました6405台ましてあの暗い中とか光が少ない中でも十分綺麗な写真を撮ることができますそうですね一眼レフを取られる場合だったらあのまあええわ自分で設定しないとだめなので結構失敗した写真とかがいっぱいできてくると思うんですけどそれでもあの成功した写真を撮るの窯楽しみみたいな方もおられますのでそういった面ではあのすごくおすすめのカメラとなってますね,"Ah, I see, the 8 automatic function is not included. We have arrived at your house, 6405, and you can take sufficiently beautiful pictures even in the dark or with little light. You have to set it yourself, so I think you'll end up with quite a lot of failed photos, but there are still some people who enjoy taking successful photos, so in that respect, I highly recommend this camera. It's happening"
あーなるほど8超えて1004での作成とかも可能なんだ。,"Ah, I see, it's possible to exceed 8 and create 1004."
あーなるほどあっちは誰ですか,Who is that over there?
あーなるほどあのこれって重さってどれぐらいなんでしょうか,"Ah, I see, how much does this thing weigh?"
あーなるほどあのホットプリンターを使いたいということですねわかりましたではこちらにどうぞフォトプリンターの使い方わかりますか？,"Ah, so you want to use that hot printer."
あーなるほどあの改造では20.1メガピクセルでうちのカメラの中では一番良くはないんですけど普段使いの方には全然問題ないのではい,"Ah, I see, with that mod it's 20.1 megapixels and it's not the best among our cameras, but it shouldn't be a problem for normal users."
あーなるほどあの申し訳ござ機能については別のものと変わりますね少々お待ちいただけますか店長すいませんミラーレスの自動機能について聞きたいというお客様がおられます,"Oh, I see. I'm sorry, but the function will be different. Could you wait a moment?"
あーなるほどありがとうございます,Thank you
あーなるほどあーなるほどこちらのニコンのカメラはあのお値段も安くてすごくリーズナブルなカメラとなっておりますのですごくおすすめのカメラって誰,"Ah, I see, I see, this Nikon camera is very reasonably priced, so who would you recommend?"
あーなるほどあーなるほどわかりましたはいわかりました,"Ah, I see, I see, I see."
あーなるほどあー違うこれ購入します,will buy this
あーなるほどお値段はおいくらですか,"ah, how much is the price"
あーなるほどが色は何色がありますか？,"Ah, how many colors do you have?"
あーなるほどこちらのソニーの機能付きました9種類の撮影モードといったものがございます8ビーチなどビーチとか雪とかそれに合わせた撮影モードにすることで綺麗にカメラを撮ることができます,"Ah, I see, there are 9 types of shooting modes that come with Sony's functions."
あーなるほどこちらカメラのどのようなことを知りたいということ,"Ah, I see, what kind of things do you want to know about this camera?"
あーなるほどこちら解像度とかってどういう感じですか？,"Ah, I see, what do you think of the resolution?"
あーなるほどこれをもうどれぐらいでしたかねこれ,"Ah, I see, how long have you been doing this?"
あーなるほどじゃあこのニコンのカメラ購入したいと思います,"Ah, I see, I would like to buy this Nikon camera."
あーなるほどじゃあそうですねその場合だったらそれで撮影モードを切り替え撮影モード自動機能で撮影モードというものがありましてえーとそうですね18種類の撮影モードがありましてその中でもポートフォリオモードとか風景の舞水モードとかそういうのがありますのでそれに合わせて撮影されることで綺麗な写真が撮れると思いますその他にも補正効果というものがありまして、目を大きく見せたり、顔を小さくしたり、肌を綺麗にしたりと女性の方にはすごくはの良いモーターズ思います全部でそうですね、全部で13種類ありますね。,"Ah, that's right. In that case, you can switch the shooting mode with the automatic shooting mode function. So I think that you can take beautiful pictures by taking pictures according to that. There are other correction effects, such as making your eyes look bigger, making your face smaller, and making your skin look beautiful. I think it's a very good Motors."
あーなるほどじゃあなんか多い方がいいんですか,"Ah, I see, so is it better to have more?"
あーなるほどじゃあシルバーの色でこのカメラ買います,"Ah, I see, I will buy this camera in silver color."
あーなるほどじゃあ初心者向けの良いカメラで写真者向けのカメラということですねこちらにどうぞ,"Ah, I see, so it's a good camera for beginners and a camera for photographers."
あーなるほどじゃあ景色取られたかったらあの遠くの物を取ったりとか遠くの食べ物取ったりとかそういうふうにしたいことがありますよねそういう場合だったら光学ズームが5という機能ございまして5階までズームすることができますそして値段が安いですし、水もできるし、撮影モードがないおすすめです。,"Ah, I see, so if you want to take in the scenery, there are times when you want to take something far away or take food from afar. And it's cheap, you can use water, and it doesn't have a shooting mode."
あーなるほどじゃない質のいいですかガチャガチャで言ったら違う色ってありますか？,"Ah, I see. Is the quality good? Is there a different color?"
あーなるほどすごいですねあ何これって何食あるんですかあのカメラ誤植も食,"Ah, I see, that's amazing Ah, how many meals does this have?"
あーなるほどそういう感じだね新宿 ISO ってのはその位どこでも取れますかねこれは,"Ah, I see, that's what it feels like Shinjuku ISO can be taken anywhere."
あーなるほどそういう気を取られたい場合はこちらのカメラがすごくオススメですなぜかと言いますと撮影モードというものがありましてシーンに合わせて撮影モードを設定することで綺麗な写真が撮れることができます今の時期ですと紅葉出したら紅葉モードというものを使いますともみじの綺麗な赤色が取れたりといったことができますのでその他にも18種類の撮影モードがありますので風紀を取られる場合はすごくオススメとなっております,"Ah, I see. If you want to be distracted, this camera is highly recommended. The reason is that there is a shooting mode, and by setting the shooting mode according to the scene, you can take beautiful pictures. In the season, when the autumn leaves appear, you can use the autumn leaves mode.You can capture the beautiful red color of the maple leaves, so there are 18 other shooting modes. We are"
あーなるほどそうですねこちらはね一眼レフカメラなんで一番高いカメラ何,"Ah, that's right. This is a single-lens reflex camera, so what is the most expensive camera?"
あーなるほどそうですねさっきのコンパクトの方はちょっともっかい見ていいですか,"Ah, that's right. Can I take a closer look at the compact you mentioned earlier?"
あーなるほどそうですねじゃあこちらのこのカメラ色って何色がありますか,"Ah, that's right. Then what colors does this camera come in?"
